f-9myr-paloverdevalley~ca~us,http://data.trilliumtransit.com/gtfs/paloverde_valley-ca-us/paloverde_valley-ca-us.zip,US,US-CA,Los Angeles,Palo Verde Valley Transit Agency,o-9myr-paloverdevalleytransitagency,palo-verde-valley-transit-agency,,,,,,
f-9r-peoplemover~or~us,http://oregon-gtfs.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,US,US-OR,John Day,People Mover,o-9r-peoplemover,people-mover,,,,,,
f-9r8m-umpquatransit~or~us,http://oregon-gtfs.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,US,US-OR,Roseburg,U-Trans,o-9r8m-u~trans,u-trans,,,,,,
f-dngb-lextran,http://nextinsight.com/gtfs/lextran-us-gtfs.zip,US,US-KY,Lexington,LexTran,o-dngb-lextran,lanta,,,,,,
f-drt6-lowellregionaltransitauthority,http://data.trilliumtransit.com/gtfs/lowell-ma-us/lowell-ma-us.zip,US,US-MA,Lowell,Lowell Regional Transit Authority,o-drt6-lowellregionaltransitauthority,lowell-regional-transit-authority,,,,,,
f-9qd-mercedthebus~ca~us,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,US,US-CA,Merced County,The Bus,o-9qd-thebus,the-bus,,,,,,
f-9q5b4-pvpta~ca~us,http://data.trilliumtransit.com/gtfs/pvpta-ca-us/pvpta-ca-us.zip,US,US-CA,Los Angeles,Palos Verdes Peninsula Transit Authority,o-9q5b4-palosverdespeninsulatransitauthority,palos-verdes-peninsula-transit-authority,,,,,,
f-u1-delijn,http://gtfs.irail.be/de-lijn/de_lijn-gtfs.zip,BE,BE-VLG,,De Lijn,o-u1-delijn,de-lijn,,,,,,
f-dnzft-hdpt,https://www.harrisonburgva.gov/sites/default/files/Transit/google_transit.zip,US,US-VA,Harrisonburg,Harrisonburg Department of Public Transportation,o-dnzft-hdpt,harrisonburg-department-of-public-transportation,,,,,,
f-dr41-ceciltransit,http://mdtrip.org/googletransit/Cecil/google_transit.zip,US,US-MD,Elkton,Cecil Transit,o-dr41-ceciltransit,cecil-transit,,,,,,
f-drt0-metrowestregionaltransitauthority,http://www.massdot.state.ma.us/Portals/0/docs/developers/mwrta_google_transit.zip,US,US-MA,Boston,MetroWest Regional Transit Authority,o-drt0-metrowestregionaltransitauthority,metrowest-regional-transit-authority,,,,,,
f-drt-baystatecruisecompany~ma~us,http://data.trilliumtransit.com/gtfs/baystatecruisecompany-ma-us/baystatecruisecompany-ma-us.zip,US,US-MA,Boston,Bay State Cruise Company,o-drt-baystatecruisecompany,bay-state-cruise-company,,,,,,
f-ezjm-empresamunicipaldetransportes,https://servicios.emtmadrid.es:8443/gtfs/transitemt.zip,ES,ES-MD,Madrid,Empresa Municipal de Transportes,o-ezjm-empresamunicipaldetransportes,madrid,,,,,,
f-c290-everetttransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/97_gtfs.zip,US,US-WA,Everett,Everett Transit,o-c290-everetttransit,everett-transit,,,,,,
f-9px-currypublictransit,http://mjcaction.com/MJC_GTFS_Public/curry_google_transit.zip,US,US-OR,Brookings,Curry Public Transit,o-9px-currypublictransit,curry-public-transit,,,,,,
f-dnwg-bt4u,http://www.bt4u.org/gtfs/google_transit.zip,US,US-VA,Blacksburg,Blacksburg Transit,o-dnwg-blacksburgtransit,blacksburg-transit,,,,,,
f-f25f-citchambly~richelieu~carignan,http://www.amt.qc.ca/xdata/citcrc/google_transit.zip,CA,CA-QC,Montreal,CIT Chambly-Richelieu-Carignan,o-f25f-citchambly~richelieu~carignan,cit-chambly-richelieu-carignan,,,,,,
f-c2qft-udash~mt~us,http://data.trilliumtransit.com/gtfs/missoula-mt-us/missoula-mt-us.zip,US,US-MT,Missoula,University of Montana,o-c2qft-udash~universityofmontana,mountain-line-mutd,,,,,,
f-dr7cc-norwalktransit,http://rfshared.s3.amazonaws.com/gtfs/norwalk_gtfs.zip,US,US-CT,Norwalk,Norwalk Transit District,o-dr7cc-norwalktransit,norwalk-transit,,,,,,
f-9r0-redding~ca~us,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,US,US-CA,Redding,Redding Area Bus Authority,o-9r0-reddingareabusauthority,redding-area-bus-authority,,,,,,
f-c20w-rivercitiestransit~wa~us,http://data.trilliumtransit.com/gtfs/rivercitiestransit-wa-us/rivercitiestransit-wa-us.zip,US,US-WA,Longview,RiverCities Transit,o-c20w-rivercitiestransit,rivercities-transit,,,,,,
f-dp9-milwaukeecountytransitsystem,http://kamino.mcts.org/gtfs/google_transit.zip,US,US-WI,Milwaukee,Milwaukee County Transit System,o-dp9-milwaukeecountytransitsystem,milwaukee-county-transit-system,,,,,,
f-u2m-bkk,http://www.bkk.hu/gtfs/budapest_gtfs.zip,HU,HU-BU,,Budapesti Kí_zlekedí©si Kí_zpont,o-u2m-bkk,bkk,,,,,,
f-dru8-advancetransit,http://whereismybus.advancetransit.com/GTFS/feed.zip,US,US-VT,Lebanon,Advance Transit,o-dru8-advancetransit,advance-transit,,,,,,
f-c22y-kitsaptransit,http://apps.kitsaptransit.com/google/latest/google_transit.zip,US,US-WA,Seattle,Kitsap Transit,o-c22y-kitsaptransit,kitsap-transit,,,,,,
f-dr5-nj~transit~bus,http://mapzen.github.io/transitland-internal/gtfs-archives-not-for-redistribution/nj-transit-bus.zip,US,US-NJ,New York City,New Jersey Transit,o-dr5-nj~transit,new-jersey-transit,,,,,,
f-dp1h-champaignurbanamasstransitdistrict,http://developer.cumtd.com/gtfs/google_transit.zip,US,US-IL,Champaign-Urbana,Champaign Urbana Mass Transit District,o-dp1h-champaignurbanamasstransitdistrict,champaign-urbana-mass-transit-district,,,,,,
f-dhv-psta,http://www.psta.net/latest/Google_transit.zip,US,US-FL,Pinellas County,Pinellas Suncoast Transit Authority,o-dhv-psta,psta,,,,,,
f-dpe-therapid,http://connect.ridetherapid.org/InfoPoint/gtfs-zip.ashx,US,US-MI,Grand Rapids,The Rapid,o-dpe-therapid,the-rapid,,,,,,
f-f259-citduhaut~saint~laurent,http://www.amt.qc.ca/xdata/cithsl/google_transit.zip,CA,CA-QC,Montreal,CIT du Haut-Saint-Laurent,o-f259-citduhaut~saint~laurent,cit-du-haut-saint-laurent,,,,,,
f-c20-northwestpoint~or~us,http://oregon-gtfs.com/gtfs_data/northwestpoint-or-us/northwestpoint-or-us.zip,US,US-OR,Astoria,NorthWest POINT,o-c20-northwestpoint,northwest-point,,,,,,
f-9wgu-gunnisonvalleyrta,http://mjcaction.com/MJC_GTFS_Public/gunnisonrta_google_transit.zip,US,US-CO,,Gunnison Valley RTA,o-9wgu-gunnisonvalleyrta,gunnison-valley-rta,,,,,,
f-9qhc-beaumont~ca~us,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,US,US-CA,Los Angeles,Beaumont Transit System,o-9qhc-beaumonttransitsystem,beaumont-pass-transit,,,,,,
f-drsf-montachusett~ma~us,http://data.trilliumtransit.com/gtfs/montachusett-ma-us/montachusett-ma-us.zip,US,US-MA,Montachusett,Montachusett Regional Transit Authority,o-drsf-montachusettmetroaltransitauthority,montachusett-regional-transit-authority,,,,,,
f-9mu-northcountytransitdistrict,http://www.gonctd.com/google_transit.zip,US,US-CA,San Diego,North County Transit District,o-9mu-northcountytransitdistrict,north-county-transit-district,,,,,,
f-c3x1-stalberttransit,http://stalbert.ca/uploads/files-zip/google_transit.zip,CA,CA-AB,St. Albert,St. Albert Transit,o-c3x1-stalberttransit,st-albert-transit,,,,,,
f-spn-trenitalia,http://www.sardegnamobilita.it/opendata/dati_trenitalia.zip,IT,,,Trenitalia,o-s-trenitalia,trenitalia,,,,,,
f-9rb3p-southlanewheels~or~us,http://oregon-gtfs.com/gtfs_data/southlanewheels-or-us/southlanewheels-or-us.zip,US,US-OR,Cottage Grove,South Lane Wheels,o-9rb3p-southlanewheels,south-lane-wheels,,,,,,
f-dp4d-indygo,http://www.indygo.net/wp-content/plugins/wp-gtfs/feed/gtfs.zip,US,US-IN,Indianapolis,IndyGo,o-dp4d-indygo,indygo,,,,,,
f-9rb-benton~or~us,http://oregon-gtfs.com/gtfs_data/benton-or-us/benton-or-us.zip,US,US-OR,Corvallis,Benton County Transportation,o-9rb-bentoncountytransportation,benton-county-transportation,,,,,,
f-9rb-hut~or~us,http://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,US,US-OR,Portland,HUT Airport Shuttle,o-9rb-hutairportshuttlephoneorwebreservationsrequiredforthisservice,hut-airport-shuttle,,,,,,
f-c284-blackballferryline,http://mjcaction.com/MJC_GTFS_Public/blackball_google_transit.zip,US,US-WA,Port Angeles,Black Ball Ferry Line,o-c284-blackballferryline,black-ball-ferry-line,,,,,,
f-c0z4-bctransit~comoxvalleytransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Comox%20Valley,CA,CA-BC,Comox,BC Transit - Comox Valley Transit System,o-c0z4-bctransit~comoxvalleytransitsystem,bc-transit-comox-valley-transit-system,,,,,,
f-drt7-merrimackvalley~ma~us,http://data.trilliumtransit.com/gtfs/merrimackvalley-ma-us/merrimackvalley-ma-us.zip,US,US-MA,Merrimack Valley,Merrimack Valley Regional Transit Authority,o-drt7-merrimackvalleymetroaltransitauthority,merrimack-valley-regional-transit-authority,,,,,,
f-c29-communitytransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/29_gtfs.zip,US,US-WA,Seattle,Community Transit,o-c29-communitytransit,community-transit,,,,,,
f-9q9-modesto~ca~us,http://data.trilliumtransit.com/gtfs/modesto-ca-us/modesto-ca-us.zip,US,US-CA,Modesto,Modesto Area Express,o-9q9-modestoareaexpress,modesto-area-express,,,,,,
f-dr5r-mtanyctbusmanhattan,http://web.mta.info/developers/data/nyct/bus/google_transit_manhattan.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-9q5b-longbeachtransit,https://lbtransit.box.com/shared/static/a29r6bewfz8xnxjyd9w16orcz4d0zect.zip,US,US-CA,Los Angeles,Long Beach Transit,o-9q5b-longbeachtransit,long-beach-transit,,,,,,
f-c2b1-bctransit~sunshinecoasttransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Sunshine%20Coast,CA,CA-BC,Sunshine Coast,BC Transit - Sunshine Coast Transit System,o-c2b1-bctransit~sunshinecoasttransitsystem,bc-transit-sunshine-coast-transit-system,,,,,,
f-dre-cdta,http://www.cdta.org/schedules/google_transit.zip,US,US-NY,Albany,Capital District Transportation Authority,o-dre-cdta,cdta,,,,,,
f-9q9-bart,http://www.bart.gov/dev/schedules/google_transit.zip,US,US-CA,San Francisco Bay Area,Bay Area Rapid Transit,o-9q9-bart,airbart,,,,,,
f-9pr-delnorte~ca~us,http://data.trilliumtransit.com/gtfs/delnorte-ca-us/delnorte-ca-us.zip,US,US-CA,Del Norte County,Redwood Coast Transit,o-9pr-redwoodcoasttransit,redwood-coast-transit,,,,,,
f-dp1b-terrehautetransit~in~us,http://data.trilliumtransit.com/gtfs/terrehautetransit-in-us/terrehautetransit-in-us.zip,US,US-IN,Terre Haute,Terre Haute Transit,o-dp1b-terrehautetransit,terre-haute-transit,,,,,,
f-dngy-southwestohioregionaltransitauthority,http://www.go-metro.com/uploads/GTFS/google_transit_info.zip,US,US-OH,Cincinnati,Southwest Ohio Regional Transit Authority,o-dngy-southwestohioregionaltransitauthority,southwest-ohio-regional-transit-authority,,,,,,
f-dru-ruralcommunity~vt~us,http://data.trilliumtransit.com/gtfs/ruralcommunity-vt-us/ruralcommunity-vt-us.zip,US,US-VT,Lyndonville,Rural Community Transportation,o-dru-ruralcommunitytransportation,rural-community-transportation,,,,,,
f-dpwz-guelphtransit,http://www.guelph.ca/uploads/google/google_transit.zip,CA,CA-ON,Guelph,Guelph Transit,o-dpwz-guelphtransit,guelph-transit,,,,,,
f-djm2-regionaltransitsystem,http://go-rts.com/gtfs/google_transit.zip,US,US-FL,Gainesville,Regional Transit System,o-djm2-gainesvilleregionaltransitsystem,regional-transit-system,,,,,,
f-dr5r-mtanyctbusbrooklyn,http://web.mta.info/developers/data/nyct/bus/google_transit_brooklyn.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-dr5x-mtanyctbusqueens,http://web.mta.info/developers/data/nyct/bus/google_transit_queens.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-9qh1-foothilltransit,http://foothilltransit.org/gtfs/foothilltransit-ca-us.zip,US,US-CA,Los Angeles,Foothill Transit,o-9qh1-foothilltransit,foothill-transit,,,,,,
f-9qc0-soltrans~ca~us,http://data.trilliumtransit.com/gtfs/soltrans-ca-us/soltrans-ca-us.zip,US,US-CA,San Francisco Bay Area, Solano County Transit,o-9qc0-soltrans,soltrans,,,,,,
f-9qb-sonomacounty~ca~us,http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip,US,US-CA,San Francisco Bay Area,Sonoma County Transit,o-9qb-sonomacountytransit,cloverdale-transit,,,,,,
f-dqcx8-charmcitycirculator,http://mdtrip.org/googletransit/CCC/google_transit.zip,US,US-MD,Charm,Charm City Circulator,o-dqcx8-charmcitycirculator,charm-city-circulator,,,,,,
f-9vff-fortworthtransportationauthority,http://sched.fwta.com/gtfs/fwtatransitdata.zip,US,US-TX,Fort Worth,Fort Worth Transportation Authority,o-9vff-fortworthtransportationauthority,fort-worth-transportation-authority,,,,,,
f-dre-greenmtncn~vt~us,http://data.trilliumtransit.com/gtfs/greenmtncn-vt-us/greenmtncn-vt-us.zip,US,US-VT,Bennington,Green Mountain Community Network, Inc.,o-dre-greenmountaincommunitynetworkinc,green-mountain-community-network-inc,,,,,
f-c2qf-mountainline,http://www.mountainline.com/files/google_transit.zip,US,US-MT,Missoula,Mountain Line,o-c2qf-mountainline,mountain-line,,,,,,
f-dr4-septa~bus,https://github.com/septadev/GTFS/releases/download/v20170618/gtfs_public.zip#google_bus.zip,US,US-PA,Philadelphia,SEPTA,o-dr4-septa,septa,,,,,,
f-dqcj-fairfaxconnector,http://www.fairfaxcounty.gov/connector/data/connector_gtfs.zip,US,US-VA,Washington DC,Fairfax Connector,o-dqcj-fairfaxconnector,fairfax-connector,,,,,,
f-c2h-northeast~or~us,http://oregon-gtfs.com/gtfs_data/northeast-or-us/northeast-or-us.zip,US,US-OR,La Grande, Baker County, Wallowa County,Northeast Oregon Public Transit, Baker City Community Connection, Wallowa Community Connection,o-c2h-northeastoregonpublictransit, o-9ru-bakercitycommunityconnection, o-c2h6-wallowacommunityconnection,baker-city-community-connection
f-dj6m-okaloosacountytransit~fl~us,http://data.trilliumtransit.com/gtfs/okaloosacountytransit-fl-us/okaloosacountytransit-fl-us.zip,US,US-FL,Okaloosa County,Emerald Coast Rider,o-dj6m-emeraldcoastrider,emerald-coast-rider,,,,,,
f-9zep-siouxareametro~sd~us,http://data.trilliumtransit.com/gtfs/siouxareametro-sd-us/siouxareametro-sd-us.zip,US,US-SD,Sioux Falls,Sioux Area Metro,o-9zep-siouxareametro,sioux-area-metro,,,,,,
f-9r8-josephinecounty~or~us,http://oregon-gtfs.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip,US,US-OR,Grants Pass,Josephine Community Transit, Rogue Valley Commuter Line,o-9r8-josephinecommunitytransit, o-9r83-roguevalleycommuterline,josephine-community-transit,,,,
f-dpwz-grandrivertransit,http://www.regionofwaterloo.ca/opendatadownloads/GRT_GTFS.zip,CA,CA-ON,Waterloo,Grand River Transit,o-dpwz-grandrivertransit,grand-river-transit,,,,,,
f-9ry8-mountainridestransportationauthoritymrta,http://data.trilliumtransit.com/gtfs/mountainrides-id-us/mountainrides-id-us.zip,US,US-ID,Wood River Valley,Mountain Rides Transportation Authority,o-9ry8-mountainridestransportationauthoritymrta,mountain-rides-transportation-authority-mrta,,,,,,
f-dp3-cta,http://www.transitchicago.com/downloads/sch_data/google_transit.zip,US,US-IL,Chicago,Chicago Transit Authority,o-dp3-chicagotransitauthority,chicago-transit-authority,,,,,,
f-drm-rhodeislandpublictransitauthority,http://www.ripta.com/googledata/current/google_transit.zip,US,US-RI,,Rhode Island Public Transit Authority,o-drm-rhodeislandpublictransitauthority,ripta,,,,,,
f-dqcqz-bwithurgoodmarshallairport,http://mdtrip.org/googletransit/BWI/google_transit.zip,US,US-MD,Baltimore,BWI Thurgood Marshall Airport,o-dqcqz-bwithurgoodmarshallairport,bwi-thurgood-marshall-airport,,,,,,
f-c29p-bctransit~fraservalleyexpress,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20FVX,CA,CA-BC,Chilliwack,BC Transit - Fraser Valley Express,o-c29p-bctransit~fraservalleyexpress,bc-transit-fraser-valley-express,,,,,,
f-9yz-jeffersoncounty~mo~us,http://data.trilliumtransit.com/gtfs/jeffersoncounty-mo-us/jeffersoncounty-mo-us.zip,US,US-MO,St. Louis,JeffCo Express,o-9yz-jeffcoexpress,jeffco-express,,,,,,
f-djjt-suntran~fl~us,http://data.trilliumtransit.com/gtfs/suntran-fl-us/suntran-fl-us.zip,US,US-FL,Ocala,SunTran,o-djjt-suntrancityofocala,suntran,,,,,,
f-c38d-bctransit~princegeorgetransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Prince%20George,CA,CA-BC,Prince George,BC Transit - Prince George Transit System,o-c38d-bctransit~princegeorgetransitsystem,bc-transit-prince-george-transit-system,,,,,,
f-f25-citsorel~varennes,http://www.rtm.quebec/xdata/citsv/google_transit.zip,CA,CA-QC,Montreal,CIT Sorel-Varennes,o-f25-citsorel~varennes,cit-sorel-varennes,,,,,,
f-c29p-bctransit~centralfraservalleytransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Central%20Fraser%20Valley,CA,CA-BC,Central Fraser Valley,BC Transit - Central Fraser Valley Transit System,o-c29p-bctransit~centralfraservalleytransitsystem,bc-transit-central-fraser-valley-transit-system,,,,,,
f-9qj-sunlinetransitagency,http://www.sunline.org/transit/google_transit.zip,US,US-CA,Palm Springs,Sunline Transit Agency,o-9qj-sunlinetransitagency,sunline-transit-agency,,,,,,
f-dqb0q-charlottesvilleareatransit,http://avlweb.charlottesville.org/rtt/public/utility/GTFS.aspx,US,US-VA,Charlottesville,Charlottesville Area Transit,o-dqb0q-charlottesvilleareatransit,charlottesville-transit-service,,,,,,
f-dr72-mtanyctbusbronx,http://web.mta.info/developers/data/nyct/bus/google_transit_bronx.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-9x8-pocatelloregionaltransit,http://pocatellotransit.com/Portals/1/Documents/GTFS/pocatello-regional-transit-gtfs.zip,US,US-ID,Pocatello,Pocatello Regional Transit,o-9x8-pocatelloregionaltransit,pocatello-regional-transit,,,,,,
f-dps2w-universityofmichigantransitservices,https://ltp.umich.edu/gtfs/google_transit.zip,US,US-MI,Ann Arbor,University of Michigan Transit Services,o-dps2w-universityofmichigantransitservices,university-of-michigan-transit-services,,,,,,
f-dr5r-mtanyctbusstatenisland,http://web.mta.info/developers/data/nyct/bus/google_transit_staten_island.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct,mta-new-york-city-transit,,,,,,
f-u4k-kolumbus,http://www.rkt.no/gt/google_transit.zip,NO,NO-11,,Kolumbus,o-u4k-kolumbus,kolumbus,,,,,,
f-9qb-laketransit~ca~us,http://data.trilliumtransit.com/gtfs/lakecounty-oh-us/lakecounty-oh-us.zip,US,US-CA,Lake County,Lake Transit,o-9qb-laketransit,lake-transit,,,,,,
f-9rc-highdesertpoint~or~us,http://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,US,US-OR,Chemult,HighDesert POINT,o-9rc-highdesertpoint,highdesert-point,,,,,,
f-9qx5-suntran,http://www.fivecounty.utah.gov/transit/google_transit.zip,US,US-UT,St. George,SunTran,o-9qx5-suntran,suntran,,,,,,
f-9rb-cascadespoint~or~us,http://oregon-gtfs.com/gtfs_data/cascadespoint-or-us/cascadespoint-or-us.zip,US,US-OR,Eugene,Cascades POINT,o-9rb-cascadespoint,cascades-point,,,,,,
f-9qqj-rtcsnv,http://rtcws.rtcsnv.com/g/google_transit.zip,US,US-NV,Las Vegas,Regional Transportation Commission of Southern Nevada,o-9qqj-regionaltransportationcommissionofsouthernnevada,regional-transportation-commission-of-southern-nevada,,,,,,
f-9pp-humboldtcounty~ca~us,http://data.trilliumtransit.com/gtfs/humboldtcounty-ca-us/humboldtcounty-ca-us.zip,US,US-CA,Humboldt County,Redwood Transit System, Eureka Transit Service, Arcata & Mad River Transit System,o-9pp-redwoodtransitsystem, o-9pr8n-eurekatransitservice, o-9prb8-arcata~madrivertransitsystem,arcata-mad-river-transit-system,,
f-drmm-southeasternregionaltransitauthority,http://data.trilliumtransit.com/gtfs/srta-ma-us/srta-ma-us.zip,US,US-MA,,Southeastern Regional Transit Authority,o-drmm-southeasternregionaltransitauthority,southeastern-regional-transit-authority,,,,,,
f-f25e-societedetransportdelaval,http://www.stl.laval.qc.ca/opendata/GTF_STL.zip,CA,CA-QC,Montreal,Societe de transport de Laval,o-f25e-societedetransportdelaval,societe-de-transport-de-laval,,,,,,
f-f81y-codiactranspo,http://www.moncton.ca/gtfs/google_transit.zip,CA,CA-NB,Moncton,Codiac Transpo,o-f81y-codiactranspo,codiac-transpo,,,,,,
f-9qb-goldengatetransit,http://goldengatetransit.org/googleTransit/GTFSTransitData.zip,US,US-CA,San Francisco Bay Area,Golden Gate Transit,o-9qb-goldengatetransit,golden-gate-transit,,,,,,
f-9q9-monterey~salinastransit,http://www.mst.org/google/google_transit.zip,US,US-CA,Monterey,Monterey-Salinas Transit,o-9q9-monterey~salinastransit,monterey-salinas-transit,,,,,,
f-9q7-kerncounty~ca~us,http://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip,US,US-CA,Kern County,Kern Transit,o-9q7-kerntransit,kern-regional-transit,,,,,,
f-dp73-citilink,http://jump.nextinsight.com/gtfs/ni_citilink/google_transit.zip,US,US-IN,Fort Wayne,Citilink,o-dp73-citilink,citilink,,,,,,
f-dpc4-oshkosh~wi~us,http://data.trilliumtransit.com/gtfs/oshkosh-wi-us/oshkosh-wi-us.zip,US,US-WI,Oshkosh,GO Transit (City of Oshkosh),o-dpc4-gotransitcityofoshkosh,go-transit-city-of-oshkosh,,,,,,
f-c20f-bluestar~or~us,http://oregon-gtfs.com/gtfs_data/bluestar-or-us/bluestar-or-us.zip,US,US-OR,Portland,Blue Star Bus,o-c20f-bluestarbus,blue-star-bus,,,,,,
f-9qc3-riovistadeltabreeze,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=RV,US,US-CA,San Francisco Bay Area,Rio Vista Delta Breeze,o-9qc3-riovistadeltabreeze,rio-vista-delta-breeze,,,,,,
f-u20-trenitalia~obb,https://dev.welive.eu/ods/dataset/7522310e-7280-431f-b2c8-e04c2089282c/resource/040bd388-b05a-4db4-accc-217162319f25/download/gtfs6.zip,IT,,,Trenitalia,o-s-trenitalia,trenitalia,,,,,,
f-djz4-carta~sc~us,http://data.trilliumtransit.com/gtfs/carta-sc-us/carta-sc-us.zip,US,US-SC,Charleston,Charleston Area Regional Transportation Authority,o-djz4-charlestonarearegionaltransportationauthority,charleston-area-regional-transportation-authority,,,,,,
f-9qc7-unitransdavis,http://iportal.sacrt.com/GTFS/Unitrans/google_transit.zip,US,US-CA,Davis,Unitrans,o-9qc7-unitransdavis,unitrans-davis,,,,,,
f-9q8y-sfmta,http://archives.sfmta.com/transitdata/google_transit.zip,US,US-CA,San Francisco Bay Area,San Francisco Municipal Transportation Agency,o-9q8y-sfmta,san-francisco-municipal-transportation-agency,,,,,,
f-dpxj-hamiltonstreetrailway,http://googlehsrdocs.hamilton.ca/,CA,CA-ON,Hamilton,Hamilton Street Railway,o-dpxj-hamiltonstreetrailway,hamilton-street-railway,,,,,,
f-9q5-metro~losangeles,https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip,US,US-CA,Los Angeles,Los Angeles County Metropolitan Transportation Authority,o-9q5-metro~losangeles,la-metro,,,,,,
f-djmu-jacksonvilletransportationauthority,https://schedules.jtafla.com/schedulesgtfs/download,US,US-FL,,Jacksonville Transportation Authority,o-djmu-jacksonvilletransportationauthority,jacksonville-transportation-authority,,,,,,
f-dnr-piedmontauthorityforregionaltransportation,http://www.partnc.org/wp-content/uploads/2015/03/PART_09-01-16-1.zip,US,US-NC,Piedmont Triad,Piedmont Authority for Regional Transportation,o-dnr-piedmontauthorityforregionaltransportation,piedmont-authority-for-regional-transportation,,,,,,
f-dnfq-bloomingtontransit,http://bloomington.in.gov/transit/gtfeed/GoogleTransitFeed.zip,US,US-IN,Bloomington,Bloomington Transit,o-dnfq-bloomingtontransit,bloomington-transit,,,,,,
f-dr5r-path~nj~us,http://data.trilliumtransit.com/gtfs/path-nj-us/path-nj-us.zip,US,US-NY,New York City,Port Authority Trans-Hudson,o-dr5r-path,path,,,,,,
f-c3nf-calgarytransit,https://data.calgary.ca/download/npk7-z3bj/application%2Fzip,CA,CA-AB,Calgary,Calgary Transit,o-c3nf-calgarytransit,calgary-transit,,,,,,
f-dhv-hillsborougharearegionaltransit,http://www.gohart.org/google/google_transit.zip,US,US-FL,Tampa,Hillsborough Area Regional Transit,o-dhv-hillsborougharearegionaltransit,hillsborough-area-regional-transit,,,,,,
f-dr5x-wwwnicebuscom,http://www.nicebus.com/getattachment/Passenger-Information/App-Developers/NICE_GTFS_217.zip.aspx,US,US-NY,Nassau County,Nassau Inter-County Express,o-dr5x-nassauinter~countyexpress,nassau-inter-county-express,,,,,,
f-dr8-rochester~geneseeregionaltransportationauthority,http://scheduledata.rgrta.com/google_transit.zip,US,US-NY,Rochester,Rochester-Genesee Regional Transportation Authority,o-dr8-rochester~geneseeregionaltransportationauthority,rochester-genesee-regional-transportation-authority,,,,,,
f-9rb-diamondexpress~or~us,http://oregon-gtfs.com/gtfs_data/diamondexpress-or-us/diamondexpress-or-us.zip,US,US-OR,Oakridge,Diamond Express,o-9rb-diamondexpress,diamond-express,,,,,,
f-drq5-hylinecruises~ma~us,http://data.trilliumtransit.com/gtfs/hylinecruises-ma-us/hylinecruises-ma-us.zip,US,US-MA,Cape Cod,Hy-Line Cruises,o-drq5-hy~linecruises,hy-line-cruises,,,,,,
f-dpxq-burlingtontransit,http://www.burlington.ca/en/services-for-you/resources/Ongoing_Projects/Open_Data/Catalogue/GTFS_Data.zip,CA,CA-ON,Burlington,Burlington Transit,o-dpxq-burlingtontransit,burlington-transit,,,,,,
f-dpz-durhamregiontransit,https://maps.durham.ca/OpenDataGTFS/GTFS_Durham_TXT.zip,CA,CA-ON,Durham Region,Durham Region Transit,o-dpz-durhamregiontransit,durham-region-transit,,,,,,
f-drce-kingstontransit,http://kingston.metrolinx.tmix.se/gtfs/gtfs.zip,CA,CA-ON,Kingston,Kingston Transit,o-drce-kingstontransit,kingston-transit,,,,,,
f-dqct-annapolistransit,http://mdtrip.org/googletransit/AnnapolisTransit/google_transit.zip,US,US-MD,Annapolis,Annapolis Transit,o-dqct-annapolistransit,annapolis-transit,,,,,,
f-9qf-amador~ca~us,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,US,US-CA,Amador County,Amador Transit,o-9qf-amadortransit,amador-transit,,,,,,
