feed_onestop_id,feed_url,operator_country,operator_state,operator_metro,operator_name,operator_onestop_id
f-gcpv-transportforlondon,https://storage.googleapis.com/teleport-gtfs/tflgtfs_nobus.zip,GB,Greater London,London,Transport For London,o-gcpv-transportforlondon
f-9qc-capitolcorridor,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=AM,US,US-CA,San Francisco Bay Area,Capitol Corridor,o-9qc-capitolcorridor
f-djq-sunshinebuscompany~fl~us,http://data.trilliumtransit.com/gtfs/sunshinebuscompany-fl-us/sunshinebuscompany-fl-us.zip,US,US-FL,St. Augustine,Sunshine Bus Company,o-djq-sunshinebuscompany
f-f2m6-rseaudetransportdelacapitalertc,http://www.rtcquebec.ca/Portals/0/Admin/DonneesOuvertes/googletransit.zip,CA,CA-QC,Quebec City,RÃ©seau de transport de la Capitale,o-f2m6-rseaudetransportdelacapitalertc
f-dr-peterpanbuslines,http://www.massdot.state.ma.us/Portals/0/docs/developers/peter_pan_google_transit.zip,US,US-MA,,Peter Pan Bus Lines,o-dr-peterpanbuslines
f-9q5-metro~losangeles~rail,https://gitlab.com/LACMTA/gtfs_rail/raw/master/gtfs_rail.zip,US,US-CA,Los Angeles,Los Angeles County Metropolitan Transportation Authority,o-9q5-metro~losangeles
f-u9cm-panevÄ—Å_ioautobusÅ_parkas,http://www.stops.lt/panevezys/panevezys/gtfs.zip,LT,LT-PN,PanevÄ—Å_ys,PanevÄ—Å_io autobusÅ_ parkas,o-u9cm-panevÄ—Å_ioautobusÅ_parkas
f-9qcs-rosevilletransit,http://iportal.sacrt.com/GTFS/Roseville/google_transit.zip,US,US-CA,Roseville,Roseville Transit,o-9qcs-rosevilletransit
f-9wvk-mountainmetropolitantransit,https://coloradosprings.gov/sites/default/files/google-transit.zip,US,US-CO,Colorado Springs,Mountain Metropolitan Transit,o-9wvk-mountainmetropolitantransit
f-f25f-rseaudetransportdelongueuil,http://www.rtl-longueuil.qc.ca/transit/latestfeed/RTL.zip,CA,CA-QC,Montreal,RÃ©seau de transport de Longueuil,o-f25f-rseaudetransportdelongueuil
f-sr7f3-mtmmobilitaetrasportimolfetta,http://www.mtmmolfetta.it/transit/mtm-feed-gtfs.zip,IT,IT-75,Molfetta,MobilitÃ  e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta
f-gc-arrivatrainswales~c2c~chilternrailways~crosscountry~eastcoa,http://www.gbrail.info/gtfs.zip,GB,", GB-SOS, GB-OXF, GB-NBL, GB-DER, GB-BST, GB-KHL, GB-MAN, GB-WSX, GB-SHF, GB-NET, GB-NFK, GB-HIL, GB-IOW, GB-BIR, GB-LIV, GB-PKN, GB-LEC, GB-HLD, Greater London","Cardiff, London, Birmingham, , Midlands, Kingston upon Hull, Brighton, Cambridge, Isle of Wight, Liverpool, Newcastle upon Tyne","Arriva Trains Wales, c2c, Chiltern Railways, CrossCountry, Virgin Trains East Coast, East Midlands Trains, First Great Western, First Hull Trains, First TransPennine Express, Gatwick Express, Grand Central, Great Northern, Abellio Greater Anglia, Heathrow Connect, Heathrow Express, Island Line, London Midland, Merseyrail, Northern Rail, ScotRail, South West Trains, Southeastern Railway, Southern Railway, Thameslink, Virgin Trains, Tyne and Wear Metro, Serco Caledonian Sleeper, Crossrail","o-gcm-arrivatrainswales, o-u10-c2c, o-gcp-chilternrailways, o-gc-crosscountry, o-gc-eastcoast, o-gc-eastmidlandstrains, o-gc-firstgreatwestern, o-gcr-firsthulltrains, o-gc-firsttranspennineexpress, o-gcp-gatwickexpress, o-gc-grandcentral, o-gcp-greatnorthern, o-u12-abelliogreateranglia, o-gcps-heathrowconnect, o-gcps-heathrowexpress, o-gcp0m-islandline, o-gcq-londonmidland, o-gcm-merseyrail, o-gc-northernrail, o-gc-scotrail, o-gc-southwesttrains, o-u10-southeastern, o-gcp-southern, o-gcp-thameslink, o-gc-virgintrains, o-gcyb-nexustyne~wearmetro, o-gc-sercocaledoniansleeper, o-u10j-crossrail"
f-dru-vttranslines~vt~us,http://data.trilliumtransit.com/gtfs/vttranslines-vt-us/vttranslines-vt-us.zip,US,US-VT,Milton,Vermont Translines,o-dru-vermonttranslines
f-dnjj-clemson~sc~us,http://data.trilliumtransit.com/gtfs/clemson-sc-us/clemson-sc-us.zip,US,US-SC,Clemson,Clemson Area Transit,o-dnjj-clemsonareatransit
f-spey1-frioulifexpress,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=FRIOUL,FR,FR-13,Marseille,Frioul If Express,o-spey1-frioulifexpress
f-dre-berkshire~ma~us,http://data.trilliumtransit.com/gtfs/berkshire-ma-us/berkshire-ma-us.zip,US,US-MA,Berkshire County,Berkshire Regional Transit Authority,o-dre-berkshiremetroaltransitauthority
f-9pzdp-rhodyexpress~or~us,http://oregon-gtfs.com/gtfs_data/rhodyexpress-or-us/rhodyexpress-or-us.zip,US,US-OR,Florence,Rhody Express,o-9pzdp-rhodyexpress
f-ezty-metrobilbao,ftp://ftp.geo.euskadi.net/cartografia/Transporte/Moveuskadi/MetroBilbao/google_transit.zip,ES,ES-PV,Bilbao,Metro Bilbao,o-ezty-metrobilbao
f-9r4-lassen~ca~us,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,US,US-CA,Lassen County,Lassen Rural Bus,o-9r4-lassenruralbus
f-u2nr-dakkzrt~szkt,http://members.upc.hu/cseh.attila/google_transit.zip,HU,HU-CS,Szeged,"DAKK Zrt., SZKT","o-u2nr-dakkzrt, o-u2nr4-szkt"
f-dhx-palmtran,http://www.palmtran.org/feed/google_transit.zip,US,US-FL,West Palm Beach,Palm Tran,o-dhx-palmtran
f-9w-elevatedtransit~ut~us,http://data.trilliumtransit.com/gtfs/elevatedtransit-ut-us/elevatedtransit-ut-us.zip,US,US-UT,Salt Lake City,Elevated Transit,o-9w-elevatedtransit
f-dqcjj-arlingtontransit,http://realtime.commuterpage.com/rtt/public/utility/gtfs.aspx,US,US-VA,Washington DC,Arlington Transit,o-dqcjj-arlingtontransit
f-xn4ju-æ_›å·ùå¸‚,http://opentrans.it/feed/gtfs/5707702298738688/google_transit.zip,JP,JP-22,Kakegawa,Kakegawa Local Voluntary Operation Bus,o-xn4ju-æ_›å·ùå¸‚
f-djf8-montgomerytransit~al~us,http://data.trilliumtransit.com/gtfs/montgomerytransit-al-us/montgomerytransit-al-us.zip,US,US-AL,Montgomery,Montgomery Transit,o-djf8-montgomerytransit
f-s-lesbusdescigales,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=CIGALES,FR,FR-13,Aubagne,Les bus des Cigales,o-s-lesbusdescigales
f-gc3y-michaelhealy,http://www.transportforireland.ie/transitData/google_transit_mhealy.zip,IE,IE-C,Galway,Michael Healy,o-gc3y-michaelhealy
f-9qce-sacramentoregionaltransit,http://iportal.sacrt.com/GTFS/SRTD/google_transit.zip,US,US-CA,Sacramento,Sacramento Regional Transit,o-9qce-sacramentoregionaltransit
f-drkhr-cttransit~meriden,http://www.cttransit.com/uploads_GTFS/googleme_transit.zip,US,US-CT,Meriden,CTTransit - Meriden,o-drkhr-cttransit~meriden
f-9q5c-bigbluebus,http://gtfs.bigbluebus.com/current.zip,US,US-CA,Santa Monica,Big Blue Bus,o-9q5c-bigbluebus
f-w5q6-kwanwiangtransportltd,http://119.59.103.163/CM/KwanWiang/kwanwiang_transit.zip,TH,TH-50,Chiang Mai,Kwanwiang Transport,o-w5q6-kwanwiangtransportltd
f-c2hzc-lewistontransitsystem,http://ridethevalley.org/lewistontransitsystem.zip,US,US-ID,Lewiston,Lewiston Transit System,o-c2hzc-lewistontransitsystem
f-dngy-transitauthorityofnorthernkentucky,http://caistage.nku.edu/tankgoogletransit/google_transit.zip,US,US-KY,Cincinnati,Transit Authority of Northern Kentucky,o-dngy-transitauthorityofnorthernkentucky
f-u0fn-smtd,http://www.excellance.fr/gtfs.zip,FR,FR-O,Douai,Syndicat Mixte des Transports du Douaisis,o-u0fn-smtd
f-s-ciotabus,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=CIOTABUS,FR,FR-13,La Ciotat,CIOTABUS,o-s-ciotabus
f-u99z-sÄ®susisiekimopaslaugos,http://www.stops.lt/vilnius/vilnius/gtfs.zip,LT,LT-VL,Vilnius,"SÄ® ""Susisiekimo paslaugos""",o-u99z-sÄ®susisiekimopaslaugos
f-xn4q-è—_æ_ùå¸‚,http://opentrans.it/feed/gtfs/5697423099822080/gtfs.zip,JP,JP-22,Fujieda,è—_æ_ùå¸‚,o-xn4q-è—_æ_ùå¸‚
f-dr5r-nyctsubway,http://web.mta.info/developers/data/nyct/subway/google_transit.zip,US,US-NY,New York City,MTA New York City Transit,o-dr5r-nyct
f-r7hx-translinkcomau,https://gtfsrt.api.translink.com.au/GTFS/maleny-landsborough.zip,AU,AU-QLD,Landsborough,Glasshouse Country Coaches,o-r7hx-qconnect~glasshousecountrycoaches
f-66jh-vinabussa~trolebuseschilesa~busesdelgranvalparaisosa~topt,http://datos.gob.cl/dataset/9e74dc7e-9a58-41a1-8ccf-422b979173a8/resource/ae8d306d-7a47-4c9f-bdf0-d608bc33df40/download/valparaiso1feb16.zip,CL,CL-VS,"ValparaÃ_so, Villa Alemana","Vina Bus, Trolebuses Chile, Buses Del Gran Valparaiso, Top Tur, Codretran, Sol y Mar, Fenur, Metro ValparaÃ_so","o-66jh-vinabussa, o-66jh4-trolebuseschilesa, o-66jh-busesdelgranvalparaisosa, o-66jh-toptursa, o-66j5-codretransa, o-66jh-solymarsa, o-66j5-fenursa, o-66jh-metrovalparaÃ_so"
f-sr8-etruriamobilitÃ ,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/0c90ed7a-55f2-4bbb-be9c-3c99b9951883/download/etruriamobilita.gtfs,IT,IT-52,Florence,Etruria MobilitÃ  Scarl,o-sr8-etruriamobilitÃ 
f-dqce-calvertcountypublictransportation,http://mdtrip.org/googletransit/calvert/google_transit.zip,US,US-MD,,Calvert County Public Transportation,o-dqce-calvertcountypublictransportation
f-9r4-plumas~ca~us,http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip,US,US-CA,Plumas County,Plumas Transit,o-9r4-plumastransit
f-dnq9-ckrider~nc~us,http://data.trilliumtransit.com/gtfs/ckrider-nc-us/ckrider-nc-us.zip,US,US-NC,Concord,Concord Kannapolis Area Transit,o-dnq9-concordkannapolisareatransit
f-u1j-kvbkÃ¶lnerverkehrs~betriebeag~wupsiwupsigmbh~dbdeutschebahn,http://download.vrsinfo.de/gtfs/google_transit_DB.zip,DE,DE-NW,"Cologne, Bonn, Wuppertal, Altenkirchen, Euskirchen, HÃ_rth, BrÃ_hl, Leverkusen, Wesseling, Adenau, Remscheid, Monheim am Rhein, Linz, DÃ_ren, Burgbrohl","KÃ¶lner Verkehrs-Betriebe, wupsi wupsi, Deutsche Bahn, Stadtwerke Bonn, Rhein-Sieg-Verkehrsgesellschaft, Oberbergische Verkehrsgesellschaft, Regionalverkehr KÃ¶ln - Meckenheim, Regionalverkehr KÃ¶ln - Euskirchen, Regionalverkehr KÃ¶ln - Bergisch Gladbach, Regionalverkehr KÃ¶ln - Wermelskirchen, Rhein-Erft-Verkehrsgesellschaft, Stadtwerke Bonn im VRM, Martin Becker, Stadtverkehr Euskirchen, Stadtverkehr HÃ_rth AÃ¶R, Abt. Ã–PNV, Stadtwerke BrÃ_hl, Verkehrsbetrieb HÃ_ttebÃ_ucker, Kraftverkehr Gebr. Wiedenhoff, Omnibusbetrieb Tirtey, SCH Karl SchÃ_fer Reisen GmbH, Stadtwerke Wesseling, Rhein-Mosel Verkehrsgesellschaft, Stadtwerke Remscheid, Bahnen der Stadt Monheim, Busverkehr Rheinland, Eifelbahn Verkehrsgesellschaft, TransRegio, Rurtalbahn, Brohltal-Schmalspureisenbahn Betriebs, National Express","o-u1hc-kvbkÃ¶lnerverkehrs~betriebeag, o-u1j4-wupsiwupsigmbh, o-u1-dbdeutschebahnag, o-u1j0-swbstadtwerkebonnverkehrsgmbh, o-u1j0-rsvgrhein~sieg~verkehrsgesellschaftmbh, o-u1j-ovagoberbergischeverkehrsgesellschaftmbh, o-u1hb-rvkregionalverkehrkÃ¶lngmbhnlmeckenheim, o-u0u-rvkregionalverkehrkÃ¶lngmbhnleuskirchen, o-u1j1-rvkregionalverkehrkÃ¶lngmbhnlberggladb, o-u1j4-rvkregionalverkehrkÃ¶lngmbhnlwermelsk, o-u1hc-revgrhein~erft~verkehrsgesellschaftmbh, o-u0vp-awvswbbusundbahn, o-u1j2-mbmartinbeckergmbh~cokg, o-u1hb-svestadtverkehreuskirchengmbh, o-u1hck-svhstadtverkehrhÃ_rthaÃ¶rabtÃ–pnv, o-u1hch-stwbstadtwerkebrÃ_hl, o-u1hf-vhverkehrsbetriebhÃ_ttebÃ_uckergmbh, o-u1j4-kgwkraftverkehrgebrwiedenhoffgmbh~cokg, o-u1h9x-tiomnibusbetriebtirteygmbh~cokg, o-u0ux-schkarlschÃ_ferreisengmbh, o-u1hcp-swwstadtwerkewesselinggmbh, o-u0uy-rmvrmvrhein~moselverkehrsgesellschaftmbh, o-u1j5q-srstadtwerkeremscheidgmbh, o-u1hf-bsmbahnenderstadtmonheim, o-u1j5-bvrbusverkehrrheinlandgmbh, o-u0vpv-kaseifelbahnverkehrsgesellschaftmbh, o-u0v-trtransregiodeutscheregionalbahngmbh, o-u1h-rtbrurtalbahngmbh, o-u0vp-btbbrohltal~schmalspureisenbahnbetriebs~gmbh, o-u1j-nxnationalexpressrailgmbh"
f-dqcq-regionaltransportationagencyofcentralmaryland,http://mdtrip.org/googletransit/RTA/google_transit.zip,US,US-MD,,Regional Transportation Agency of Central Maryland,o-dqcq-regionaltransportationagencyofcentralmaryland
f-spv-lignesdazur,http://opendata.nicecotedazur.org/data/dataset/export-quotidien-au-format-gtfs-du-reseau-de-transport-lignes-d-azur/resource/aacb4eea-d008-4b13-b17a-848b8ced7e03/download,FR,FR-U,Nice,Lignes d'Azur,o-spv-lignesdazur
f-dpz-yorkregiontransit,https://www.yrt.ca/google/google_transit.zip,CA,CA-ON,York,York Region Transit,o-dpz-yorkregiontransit
f-s-aixenbus,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=AIXENBUS,FR,FR-13,Aix-en-Provence,Aix en Bus,o-s-aixenbus
f-9qf-laketahoe~ca~us,http://trilliumtransit.com/transit_feeds/laketahoe-ca-us/laketahoe-ca-us.zip,US,US-CA,Tahoe,"Tahoe Truckee Area Regional Transit, North Lake Tahoe Express - 24 hour advance reservations required, BlueGo","o-9qfx-tahoeareametroaltransit, o-9qfx-northlaketahoeexpress~24houradvancereservationsrequired, o-9qft-bluego"
f-dr7-ulstercountyareatransit,https://s3.amazonaws.com/datatools-nysdot/public/UCAT_Ulster_County_Area_Transit.zip,US,US-NY,Poughkeepsie,Ulster County Area Transit,o-dr7-ulstercountyareatransit
f-spe-car13,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=CG13,FR,FR-13,Aix-en-Provence,Car13,o-spe-car13
f-9qh-victorville~ca~us,http://data.trilliumtransit.com/gtfs/victorville-ca-us/victorville-ca-us.zip,US,US-CA,San Bernardino County,Victor Valley Transit Authority,o-9qh-victorvalleytransitauthority
f-r7hw-qconnect~kilcoy,https://gtfsrt.api.translink.com.au/GTFS/kilcoy.zip,AU,AU-QLD,,Christensen's Bus and Coach,o-r7hw-qconnect~kilcoy
f-c23-soundtransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/40_gtfs.zip,US,US-WA,Seattle,Sound Transit,o-c23-soundtransit
f-9w0md-cottonwood~az~us,http://data.trilliumtransit.com/gtfs/cottonwood-az-us/cottonwood-az-us.zip,US,US-AZ,Cottonwood,Cottonwood Area Transit,o-9w0md-cottonwoodareatransit
f-f25d-agencemÃ©tropolitainedetransportexpress,http://www.rtm.quebec/xdata/express/google_transit.zip,CA,CA-QC,Montreal,Agence mÃ©tropolitaine de transport (Express),o-f25d-agencemÃ©tropolitainedetransportexpress
f-dqc-wmata,https://lrg.wmata.com/GTFS_data/google_transit.zip,US,US-DC,Washington DC,"DC Circulator, Washington Metropolitan Area Transit Authority","o-dqcjr-dccirculator, o-dqc-met"
f-f25g-citvallÃ©e~du~richelieu,http://www.rtm.quebec/xdata/citvr/google_transit.zip,CA,CA-QC,Montreal,CIT VallÃ©e-du-Richelieu,o-f25g-citvallÃ©e~du~richelieu
f-u0p-trentinotrasportieserciziospa,http://www.ttesercizio.it/opendata/google_transit_extraurbano_tte.zip,IT,IT-32,Trento,Trentino Trasporti Esercizio,o-u0p-trentinotrasportieserciziospa
f-u4-ruter~flybussen~stfoldkollektivtrafikk~hedmarktrafikk~oppla,http://reis.ruter.no/gtfs/gtfs.zip,NO,"NO-03, NO-01, NO-04, NO-05, NO-06","Oslo, ","Ruter, Ã˜stfold kollektivtrafikk, Hedmark trafikk, Opplandstrafikk, Brakar","o-u4x-ruter, o-u4x-stfoldkollektivtrafikk, o-u6-hedmarktrafikk, o-u4-opplandstrafikk, o-u4w-brakar"
f-rb6b-metrochristchurch,http://rtt.metroinfo.org.nz/rtt/public/utility/gtfs.aspx,NZ,NZ-CAN,Christchurch,Metro Christchurch,o-rb6b-metrochristchurch
f-r1-ptv,http://data.ptv.vic.gov.au/downloads/gtfs.zip#1/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-dn5r-carta,http://www.gocarta.org/developers/GTFS.zip,US,US-TN,Chattanooga,Chattanooga Area Regional Transportation Authority,o-dn5r-carta
f-9v1z-viametropolitantransit,http://www.viainfo.net/BusService/google_transit.zip,US,US-TX,San Antonio,VIA Metropolitan Transit,o-9v1z-viametropolitantransit
f-dpe0-kalamazoometrotransit,http://www.kmetro.org/gtfs/GTFS.zip,US,US-MI,Kalamazoo,Kalamazoo Metro Transit,o-dpe0-kalamazoometrotransit
f-cbq6-duluthtransitauthority,http://www.duluthtransit.com/gtf/google_transit.zip,US,US-MN,Duluth,Duluth Transit Authority,o-cbq6-duluthtransitauthority
f-sp-trenitaliaspa,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/71303a3a-9859-415e-8478-9a354b726774/download/trenitalia.gtfs_31672987-5f43-45e1-b370-e5d20303f66a.zip,IT,,,Trenitalia,o-s-trenitalia
f-f08e-thunderbaytransit,http://api.nextlift.ca/gtfs.zip,CA,CA-ON,Thunder Bay,Thunder Bay Transit,o-f08e-thunderbaytransit
f-drsh-dvtamoover~vt~us,http://data.trilliumtransit.com/gtfs/dvtamoover-vt-us/dvtamoover-vt-us.zip,US,US-VT,Wilmington,MOOver!,o-drsh-moover
f-f25d-citroussillon,http://www.amt.qc.ca/xdata/citrous/google_transit.zip,CA,CA-QC,,CIT Roussillon,o-f25d-citroussillon
f-gc6-dublincoach,http://www.transportforireland.ie/transitData/google_transit_dublincoach.zip,IE,,,Dublin Coach,o-gc6-dublincoach
f-s-mtm,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=BUSDESCOLLINES,FR,FR-13,Allauch,MTM,o-s-mtm
f-9qd-yosemite~ca~us,http://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,US,US-CA,Yosemite,"Yosemite Area Regional Transportation System, Yosemite Valley Shuttle System","o-9qd-yosemitearearegionaltransportationsystem, o-9qdyw-yosemitevalleyshuttlesystem"
f-xn4k-å_¡å‰çå´_å¸‚,http://opentrans.it/feed/gtfs/5634472569470976/google_transit.zip,JP,JP-22,Omaezaki,Omaezaki Local Voluntary Operation Bus,o-xn4k-å_¡å‰çå´_å¸‚
f-spnp-atpsassari,http://www.sardegnamobilita.it/opendata/dati_atpss.zip,IT,IT-88,Sardinia,Azienda Trasporti Pubblici - Sassari,o-spnp-atpsassari
f-9qhf-bigbear~ca~us,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,US,US-CA,San Bernardino County,Mountain Transit,o-9qhf-mountaintransit
f-c3x-edmontontransitsystem,https://data.edmonton.ca/download/gzhc-5ss6/application/zip,CA,CA-AB,Edmonton,Edmonton Transit System,o-c3x-edmontontransitsystem
f-dqc-thebusofprincegeorgescounty,http://mdtrip.org/googletransit/pgthebus/google_transit.zip,US,US-MD,,Prince George's County,o-dqc-thebusofprincegeorgescounty
f-spev-marcouline,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=MARCOULINE,FR,FR-13,Cassis,Marcouline,o-spev-marcouline
f-u0g-tec,http://gtfs.irail.be/tec/tec-gtfs.zip,BE,BE-WAL,,Transport en Commun,o-u0g-tec
f-s-bsdagglopole,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=LIBEBUS,FR,FR-13,Salon-de-Provence,BSD AGGLOPOLE,o-s-bsdagglopole
f-u0-sncf~transilien~rer,http://medias.sncf.com/sncfcom/open-data/gtfs/gtfs-routes-last.zip,FR,FR-J,Paris,"SNCF, RATP","o-u09-transilien, o-u09-rer"
f-c209-canbytransit~or~us,http://oregon-gtfs.com/gtfs_data/canbytransit-or-us/canbytransit-or-us.zip,US,US-OR,Portland,Canby Area Transit,o-c209-canbyareatransit
f-spz-blubus,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/730689ec-f59f-4b21-95fa-91ba7d4408f7/download/blubus.gtfs,IT,IT-52,,BluBus,o-spz-blubus
f-u0h0-tag,http://www.metromobilite.fr/data/Horaires/SEM-GTFS.zip,FR,FR-V,Grenoble,Transports de l'AgglomÃ©ration Grenobloise,o-u0h0-tag
f-9zmk-desmoinesarearegionaltransitauthority,http://api.ridedart.com/gtfs/file?key=ef0bd8fa9ef652bcfaea713da3b64078,US,US-IA,Des Moines,Des Moines Area Regional Transit Authority,o-9zmk-desmoinesarearegionaltransitauthority
f-u0nh-autolineevaresine~trasportourbano~autolineevaresine~trasp,http://www.ctpi.it/Google_Transit/google_transit.zip,IT,IT-25,Varese,"Autolinee Varesine - Trasporto Urbano, Autolinee Varesine - Trasporto Extraurbano","o-u0nk8-autolineevaresine~trasportourbano, o-u0nh-autolineevaresine~trasportoextraurbano"
f-drs-thebus~vt~us,http://data.trilliumtransit.com/gtfs/thebus-vt-us/thebus-vt-us.zip,US,US-VT,Rutland,The Bus (Marble Valley metroal Transit District),o-drs-thebusmarblevalleymetroaltransitdistrict
f-spez-paysdaixmobilite,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=CPA,FR,FR-13,Aix-en-Provence,Pays d Aix Mobilite,o-spez-paysdaixmobilite
f-wdw-manila,https://github.com/sakayph/gtfs/archive/master.zip#gtfs-master,PH,PH-00,Manila,"Manila Light Rail Transit Authority, LTFRB, Manila Metro Rail Transit Corporation, Philippine National Railways","o-wdw5-manilalightrailtransitauthority, o-wdw-ltfrb, o-wdw4-manilametrorailtransitcorporation, o-wdw4-philippinenationalrailways"
f-u0sr-lemet~proxis,https://si.metzmetropole.fr/fiches/opendata/gtfs_current.zip,FR,FR-M,Metz,"LE MET', PROXIS","o-u0sr-lemet, o-u0sr-proxis"
f-dpsc-detroitdepartmentoftransportation,https://s3.amazonaws.com/localdata-public/ddot/ddot_gtfs.zip,US,US-MI,Detroit,Detroit Department of Transportation,o-dpsc-detroitdepartmentoftransportation
f-c342-bctransit~kamloopstransitsystem,http://bctransit.com/servlet/bctransit/data/GTFS%20-%20Kamloops,CA,CA-BC,Kamloops,BC Transit - Kamloops Transit System,o-c342-bctransit~kamloopstransitsystem
f-gceh9-leonardcoaches,http://www.transportforireland.ie/transitData/google_transit_leonard.zip,IE,IE-U,Monaghan,Leonard Coaches,o-gceh9-leonardcoaches
f-9w-navajotransitsystem,http://mjcaction.com/MJC_GTFS_Public/navajo_google_transit.zip,US,US-AZ,Window Rock,Navajo Transit System,o-9w-navajotransitsystem
f-ezzx-tbc~bus,http://data.bordeaux-metropole.fr/files.php?gid=68&format=14,FR,FR-B,Bordeaux,Transports Bordeaux MÃ©tropole,o-ezzx-tbc
f-9g3-semovi,https://s3.amazonaws.com/setravi/df_gtfs.zip,MX,MX-CMX,Mexico City,"Corredores Concesionados, MetrobÃºs, Sistema de Transporte Colectivo - Metro, NOCHEBÃ_S Corredores concesionados, Red de Transporte de Pasajeros, Servicio de Transportes ElÃ©ctricos, Ferrocarriles Suburbanos","o-9g3q-corredoresconcesionados, o-9g3w-metrobs, o-9g3w-sistemadetransportecolectivometro, o-9g3q-nochebscorredoresconcesionados, o-9g3-reddetransportedepasajeros, o-9g3q-serviciodetransporteselctricos, o-9g3r-ferrocarrilessuburbanos"
f-9q9-scmtdcom,http://scmtd.com/google_transit/google_transit.zip,US,US-CA,Santa Cruz,Santa Cruz Metropolitan Transit District,o-9q9-santacruzmetro
f-c9k0-saskatoontransit,http://apps2.saskatoon.ca/app/data/google_transit.zip,CA,CA-SK,Saskatoon,Saskatoon Transit,o-c9k0-saskatoontransit
f-r1-ptv~5,http://data.ptv.vic.gov.au/downloads/gtfs.zip#5/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-c20f-cccxpress~or~us,http://oregon-gtfs.com/gtfs_data/cccxpress-or-us/cccxpress-or-us.zip,US,US-OR,Portland,CCC Xpress,o-c20f-cccxpress
f-spg-envia,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=ACCM,FR,FR-13,Arles,Envia,o-spg-envia
